Duration,Response,Stimulus condition,OddBall Onset
1.25,1.0879597193561494,0.0,0.0
1.375,0.9439517301507294,0.0,0.0
0.975,0.8080177549272776,2.0,0.6
1.125,0.7520191348157823,1.0,0.6
0.825,0.8559903460554779,2.0,
1.45,0.9120365115813911,1.0,0.4
0.75,0.83196224225685,2.0,
1.05,0.6560739302076399,0.0,0.0
1.45,0.7919624387286603,2.0,0.4
0.825,0.5599619639106095,0.0,0.0
1.25,0.7279971009120345,1.0,0.6
1.25,0.8480434650555253,0.0,0.0
1.525,0.8320133504457772,0.0,0.0
0.825,0.7920263921841979,2.0,0.6
1.375,0.9040076402015984,2.0,0.0
0.9,0.7119917869567871,0.0,0.0
0.975,0.5759164597839117,1.0,0.4
0.75,0.5600511669181287,0.0,0.0
1.525,0.8080554408952594,1.0,0.0
1.25,1.032051722984761,0.0,0.0
1.45,1.312059291638434,0.0,0.0
0.825,0.7680462612770498,0.0,0.0
1.125,0.9520196169614792,0.0,0.0
0.975,0.9280112260021269,0.0,0.0
0.975,0.952049340121448,0.0,0.0
1.05,0.8639779230579734,0.0,0.0
0.975,0.7679555593058467,2.0,0.4
0.9,0.7760318042710423,2.0,0.6
1.525,1.3119531446136534,2.0,0.4
1.125,1.2000462850555778,2.0,
1.45,0.8959613009355962,1.0,0.6
1.45,1.2400144627317786,2.0,0.0
1.45,1.256001747213304,0.0,0.0
1.525,1.1120642693713307,1.0,0.4
0.75,0.7440267489291728,1.0,0.0
1.25,0.8399770511314273,1.0,0.0
1.125,0.8319646837189794,1.0,0.4
0.9,0.8079879889264703,2.0,0.0
1.525,1.5039737042970955,1.0,0.6
0.9,0.8719878410920501,1.0,0.6
1.05,0.960127592086792,2.0,0.6
0.825,0.8159912042319775,0.0,0.0
1.05,0.8400134746916592,1.0,0.6
1.45,1.4640309601090848,2.0,0.6
1.05,1.0080118868499994,0.0,0.0
1.375,1.4559906786307693,1.0,
0.825,0.7200175607576966,0.0,0.0
1.05,0.9120357232168317,0.0,0.0
0.825,0.7760669458657503,1.0,0.4
0.825,0.8399895457550883,1.0,0.0
0.75,0.7920141578651965,0.0,
1.05,0.839971402194351,0.0,0.0
1.525,1.048012392129749,0.0,0.0
1.25,1.3839960577897727,2.0,
0.975,0.8961075381375849,0.0,0.0
1.125,0.9359580483287573,0.0,0.0
1.375,0.8079756652005017,1.0,0.6
0.9,0.9280042820610106,0.0,0.0
0.825,0.7359973029233515,0.0,0.0
1.45,1.4560078969225287,1.0,0.0
0.75,0.8320460990071297,2.0,
0.75,0.5519745871424675,1.0,0.4
0.9,0.6719970111735165,0.0,0.0
1.375,1.1039653457701206,1.0,0.4
1.05,1.423940452747047,1.0,
0.75,0.648021524772048,2.0,0.0
0.825,0.5759678208269179,1.0,0.6
1.45,0.7200547140091658,0.0,0.0
1.375,1.039990457240492,0.0,0.0
1.525,1.3679441260173917,0.0,0.0
1.05,0.8320096624083817,0.0,0.0
1.125,1.0719586559571326,2.0,0.4
1.25,1.231998129747808,1.0,0.4
1.525,1.3279685848392546,0.0,0.0
1.125,0.9680221271701157,2.0,0.0
1.375,0.9600544017739594,0.0,0.0
0.9,0.8879964961670339,0.0,0.0
0.825,0.8159608519636095,2.0,0.0
0.9,0.743989888112992,2.0,0.4
1.125,0.8559971856884658,1.0,0.0
0.75,0.7600131332874298,1.0,0.6
1.525,1.3279772480018437,0.0,0.0
0.75,0.519989759195596,0.0,0.0
0.975,0.6560585210099816,0.0,0.0
0.975,0.8080021110363305,0.0,0.0
1.125,0.760022624861449,0.0,0.0
1.25,1.080038056243211,0.0,0.0
0.975,0.9600636796094477,1.0,0.6
0.975,0.887960494030267,1.0,0.0
0.75,0.7840020260773599,0.0,
1.375,0.8560302760452032,0.0,0.0
0.75,0.6720061167143285,0.0,0.0
1.25,0.9039430771954358,0.0,0.0
1.45,0.8879761933349073,0.0,0.0
1.525,1.1680048727430403,2.0,0.6
0.825,0.7919706720858812,0.0,0.0
1.125,0.919929779600352,0.0,0.0
0.9,0.8639607499353588,1.0,0.0
1.375,0.944016310852021,2.0,0.6
1.375,1.007962548173964,0.0,0.0
1.125,0.9920248966664076,0.0,0.0
1.25,1.0320138521492481,0.0,0.0
1.05,0.9279497317038476,1.0,0.0
1.45,1.271997797768563,0.0,0.0
1.25,1.1839442257769406,2.0,0.0
0.975,1.144023448228836,2.0,
0.9,0.880009806714952,1.0,0.4
0.9,0.848005463834852,0.0,0.0
1.05,0.9680119599215686,2.0,0.4
1.375,1.2399904569610953,0.0,0.0
1.05,0.976081304717809,2.0,0.0
1.125,0.9920383049175143,0.0,0.0
1.25,0.7039434919133782,2.0,0.4
1.525,1.208036083728075,0.0,0.0
0.9,0.9600168829783797,0.0,
0.75,0.7840312402695417,0.0,
0.975,0.7519791647791862,0.0,0.0
1.375,1.0080327726900578,2.0,0.4
1.45,1.1919943001121283,0.0,0.0
1.525,1.2239891709759831,2.0,0.0
